,variety,country,province,region_1,count
5792,Red Blend,Spain,Northern Spain,Campo de Borja,19
5793,Red Blend,Spain,Northern Spain,Cariñena,23
5794,Red Blend,Spain,Northern Spain,Cigales,3
5795,Red Blend,Spain,Northern Spain,Emporadà-Costa Brava,2
5796,Red Blend,Spain,Northern Spain,Empordà,13
5797,Red Blend,Spain,Northern Spain,Navarra,40
5798,Red Blend,Spain,Northern Spain,Pago de Arínzano,2
5799,Red Blend,Spain,Northern Spain,Ribera del Duero,24
5800,Red Blend,Spain,Northern Spain,Rioja,69
5801,Red Blend,Spain,Northern Spain,Somontano,9
5802,Red Blend,Spain,Northern Spain,Toro,6
5804,Red Blend,Spain,Northern Spain,Vino de la Tierra de Castilla y León,11
5805,Red Blend,Spain,Spain Other,Spain,6
5806,Red Blend,Spain,Spain Other,Vino de Mesa,2
5807,Red Blend,Spain,Spanish Islands,Vi de la Terra Illes Balears,7
5808,Red Blend,Spain,Spanish Islands,Vi de la Terra Mallorca,6
5810,Red Blend,Turkey,Aegean,none,7
5811,Red Blend,Turkey,Cappadocia,none,2
5814,Red Blend,Turkey,Thrace,none,3
5815,Red Blend,Turkey,Turkey,none,5
5816,Red Blend,US,America,none,20
5817,Red Blend,US,Arizona,Arizona,6
5818,Red Blend,US,Arizona,Cochise County,4
5819,Red Blend,US,California,Adelaida District,5
5820,Red Blend,US,California,Alexander Valley,23
5821,Red Blend,US,California,Alta Mesa,2
5822,Red Blend,US,California,Amador County,28
5824,Red Blend,US,California,Atlas Peak,3
5825,Red Blend,US,California,Calaveras County,9
5826,Red Blend,US,California,California,354
5828,Red Blend,US,California,Calistoga,5
5830,Red Blend,US,California,Carmel Valley,10
5833,Red Blend,US,California,Central Coast,49
5834,Red Blend,US,California,Chalk Hill,12
5835,Red Blend,US,California,Cienega Valley,2
5836,Red Blend,US,California,Clarksburg,4
5837,Red Blend,US,California,Clear Lake,2
5838,Red Blend,US,California,Clements Hills,2
5839,Red Blend,US,California,Contra Costa County,7
5840,Red Blend,US,California,Coombsville,2
5842,Red Blend,US,California,Diamond Mountain District,3
5843,Red Blend,US,California,Dry Creek Valley,23
5844,Red Blend,US,California,Dunnigan Hills,3
5845,Red Blend,US,California,Edna Valley,3
5846,Red Blend,US,California,El Dorado,9
5847,Red Blend,US,California,El Dorado County,2
5848,Red Blend,US,California,El Pomar District,3
5849,Red Blend,US,California,Fair Play,6
5850,Red Blend,US,California,Happy Canyon of Santa Barbara,5
5851,Red Blend,US,California,High Valley,4
5852,Red Blend,US,California,Howell Mountain,3
5854,Red Blend,US,California,Knights Valley,3
5855,Red Blend,US,California,Lake County,26
5856,Red Blend,US,California,Livermore Valley,33
5857,Red Blend,US,California,Lodi,58
5858,Red Blend,US,California,Madera,2
5861,Red Blend,US,California,Mendocino,52
5862,Red Blend,US,California,Mendocino County,22
5864,Red Blend,US,California,Monterey,7
5865,Red Blend,US,California,Monterey County,6
5866,Red Blend,US,California,Mount Veeder,6
5867,Red Blend,US,California,Napa County,8
5869,Red Blend,US,California,Napa County-Sonoma County-San Joaquin County,2
5870,Red Blend,US,California,Napa Valley,271
5871,Red Blend,US,California,North Coast,43
5872,Red Blend,US,California,Oak Knoll District,2
5873,Red Blend,US,California,Oakville,2
5875,Red Blend,US,California,Paso Robles,265
5876,Red Blend,US,California,Paso Robles Willow Creek District,2
5877,Red Blend,US,California,Placer County,2
5879,Red Blend,US,California,Red Hills Lake County,6
5881,Red Blend,US,California,Russian River Valley,17
5882,Red Blend,US,California,Rutherford,4
5885,Red Blend,US,California,San Bernabe,3
5886,Red Blend,US,California,San Luis Obispo County,6
5887,Red Blend,US,California,Santa Barbara County,43
5888,Red Blend,US,California,Santa Clara Valley,2
5889,Red Blend,US,California,Santa Cruz Mountains,12
5891,Red Blend,US,California,Santa Margarita Ranch,3
5893,Red Blend,US,California,Santa Ynez Valley,30
5894,Red Blend,US,California,Shenandoah Valley (CA),2
5895,Red Blend,US,California,Sierra Foothills,54
5896,Red Blend,US,California,Solano County,4
5898,Red Blend,US,California,Sonoma County,95
5900,Red Blend,US,California,Sonoma County-Napa County,5
5901,Red Blend,US,California,Sonoma Mountain,7
5902,Red Blend,US,California,Sonoma Valley,26
5903,Red Blend,US,California,Sonoma-Napa,3
5904,Red Blend,US,California,South Coast,9
5905,Red Blend,US,California,Spring Mountain District,2
5906,Red Blend,US,California,St. Helena,4
5907,Red Blend,US,California,Stags Leap District,2
5908,Red Blend,US,California,Suisun Valley,4
5909,Red Blend,US,California,Temecula,4
5910,Red Blend,US,California,Temecula Valley,24
5911,Red Blend,US,California,Templeton Gap District,9
5913,Red Blend,US,California,Yolo County,5
5914,Red Blend,US,California,Yorkville Highlands,2
5916,Red Blend,US,Colorado,Colorado,4
5917,Red Blend,US,Colorado,Grand Valley,6
5918,Red Blend,US,Idaho,Idaho,2
5919,Red Blend,US,Idaho,none,17
5922,Red Blend,US,Michigan,Old Mission Peninsula,4
5923,Red Blend,US,Missouri,Missouri,4
5924,Red Blend,US,New Mexico,New Mexico,10
5925,Red Blend,US,New York,Finger Lakes,16
5926,Red Blend,US,New York,Hudson River Region,2
5928,Red Blend,US,New York,New York,11
5929,Red Blend,US,New York,North Fork of Long Island,24
5930,Red Blend,US,New York,Seneca Lake,2
5933,Red Blend,US,Oregon,Applegate Valley,7
5934,Red Blend,US,Oregon,Columbia Gorge (OR),5
5935,Red Blend,US,Oregon,Columbia Valley (OR),11
5936,Red Blend,US,Oregon,Oregon,21
5938,Red Blend,US,Oregon,Rogue Valley,25
5939,Red Blend,US,Oregon,Southern Oregon,12
5940,Red Blend,US,Oregon,Umpqua Valley,12
5941,Red Blend,US,Oregon,Walla Walla Valley (OR),11
5942,Red Blend,US,Oregon,Willamette Valley,3
5944,Red Blend,US,Pennsylvania,Pennsylvania,2
5945,Red Blend,US,Texas,Texas,3
5946,Red Blend,US,Texas,Texas High Plains,3
5949,Red Blend,US,Virginia,Monticello,5
5950,Red Blend,US,Virginia,Shenandoah Valley,2
5951,Red Blend,US,Virginia,Virginia,51
5952,Red Blend,US,Washington,Columbia Valley (WA),468
5954,Red Blend,US,Washington,Horse Heaven Hills,65
5956,Red Blend,US,Washington,Rattlesnake Hills,8
5957,Red Blend,US,Washington,Red Mountain,74
5958,Red Blend,US,Washington,Snipes Mountain,5
5959,Red Blend,US,Washington,Wahluke Slope,31
5960,Red Blend,US,Washington,Walla Walla Valley (WA),94
5961,Red Blend,US,Washington,Washington,56
5962,Red Blend,US,Washington,Yakima Valley,51
5964,Red Blend,Uruguay,Canelones,none,8
5965,Red Blend,Uruguay,Juanico,none,4
5969,Red Blend,Uruguay,Uruguay,none,4
5970,Red Blend,none,none,none,11
5973,Refosco,Italy,Veneto,Lison-Pramaggiore,2
5974,Refosco,Italy,Veneto,Veneto,5
5978,Rhône-style Red Blend,Australia,South Australia,Barossa Valley,4
5979,Rhône-style Red Blend,Australia,South Australia,McLaren Vale,2
5980,Rhône-style Red Blend,Australia,South Australia,South Australia,5
5982,Rhône-style Red Blend,France,France Other,Vin de France,5
5984,Rhône-style Red Blend,France,Languedoc-Roussillon,Banyuls,3
5985,Rhône-style Red Blend,France,Languedoc-Roussillon,Corbières,18
5986,Rhône-style Red Blend,France,Languedoc-Roussillon,Corbières-Boutenac,7
5987,Rhône-style Red Blend,France,Languedoc-Roussillon,Coteaux du Languedoc,19
5988,Rhône-style Red Blend,France,Languedoc-Roussillon,Coteaux du Languedoc Pic Saint Loup,3
5990,Rhône-style Red Blend,France,Languedoc-Roussillon,Côtes du Roussillon,15
5992,Rhône-style Red Blend,France,Languedoc-Roussillon,Côtes du Roussillon Villages,18
5994,Rhône-style Red Blend,France,Languedoc-Roussillon,Côtes du Roussillon Villages Tautavel,7
5995,Rhône-style Red Blend,France,Languedoc-Roussillon,Faugères,17
5996,Rhône-style Red Blend,France,Languedoc-Roussillon,Fitou,2
5997,Rhône-style Red Blend,France,Languedoc-Roussillon,Languedoc,4
5999,Rhône-style Red Blend,France,Languedoc-Roussillon,Minervois,23
6000,Rhône-style Red Blend,France,Languedoc-Roussillon,Minervois La Liviniere,6
6002,Rhône-style Red Blend,France,Languedoc-Roussillon,Saint-Chinian,11
6006,Rhône-style Red Blend,France,Languedoc-Roussillon,Vin de Pays d'Oc,3
6010,Rhône-style Red Blend,France,Languedoc-Roussillon,Vin de Pays des Côtes Catalanes,3
6011,Rhône-style Red Blend,France,Provence,Bandol,37
6012,Rhône-style Red Blend,France,Provence,Coteaux Varois,3
6013,Rhône-style Red Blend,France,Provence,Coteaux d'Aix-en-Provence,11
6014,Rhône-style Red Blend,France,Provence,Côtes de Provence,25
6015,Rhône-style Red Blend,France,Provence,Les Baux de Provence,5
6016,Rhône-style Red Blend,France,Rhône Valley,Ardèche,3
6017,Rhône-style Red Blend,France,Rhône Valley,Châteauneuf-du-Pape,132
6018,Rhône-style Red Blend,France,Rhône Valley,Cornas,4
6019,Rhône-style Red Blend,France,Rhône Valley,Costières de Nîmes,43
6020,Rhône-style Red Blend,France,Rhône Valley,Crozes-Hermitage,2
6021,Rhône-style Red Blend,France,Rhône Valley,Côte Rôtie,12
6022,Rhône-style Red Blend,France,Rhône Valley,Côtes du Luberon,2
6023,Rhône-style Red Blend,France,Rhône Valley,Côtes du Rhône,132
6024,Rhône-style Red Blend,France,Rhône Valley,Côtes du Rhône Villages,38
6026,Rhône-style Red Blend,France,Rhône Valley,Gigondas,33
6027,Rhône-style Red Blend,France,Rhône Valley,Hermitage,5
6028,Rhône-style Red Blend,France,Rhône Valley,Lirac,16
6029,Rhône-style Red Blend,France,Rhône Valley,Luberon,2
6030,Rhône-style Red Blend,France,Rhône Valley,Rasteau,3
6032,Rhône-style Red Blend,France,Rhône Valley,Vacqueyras,20
6033,Rhône-style Red Blend,France,Rhône Valley,Ventoux,23
6034,Rhône-style Red Blend,France,Rhône Valley,Vin de Pays de Vaucluse,4
6035,Rhône-style Red Blend,France,Rhône Valley,none,8
6036,Rhône-style Red Blend,Israel,Galilee,none,3
6041,Rhône-style Red Blend,South Africa,Coastal Region,none,2
6043,Rhône-style Red Blend,South Africa,Swartland,none,8
6044,Rhône-style Red Blend,South Africa,Tulbagh,none,3
6045,Rhône-style Red Blend,Spain,Catalonia,Montsant,2
6046,Rhône-style Red Blend,US,Arizona,Cochise County,3
6047,Rhône-style Red Blend,US,California,Adelaida District,22
6049,Rhône-style Red Blend,US,California,Amador County,9
6051,Rhône-style Red Blend,US,California,Arroyo Seco,4
6052,Rhône-style Red Blend,US,California,Ballard Canyon,3
6053,Rhône-style Red Blend,US,California,Calaveras County,4
6054,Rhône-style Red Blend,US,California,California,27
6055,Rhône-style Red Blend,US,California,Carmel Valley,3
6057,Rhône-style Red Blend,US,California,Central Coast,27
6058,Rhône-style Red Blend,US,California,Dry Creek Valley,6
6060,Rhône-style Red Blend,US,California,El Dorado,19
6063,Rhône-style Red Blend,US,California,High Valley,2
6065,Rhône-style Red Blend,US,California,Livermore Valley,8
6066,Rhône-style Red Blend,US,California,Lodi,3
6067,Rhône-style Red Blend,US,California,Mendocino,3
6068,Rhône-style Red Blend,US,California,Mendocino County,3
6069,Rhône-style Red Blend,US,California,Monterey,6
6070,Rhône-style Red Blend,US,California,Monterey County,6
6072,Rhône-style Red Blend,US,California,North Coast,3
6073,Rhône-style Red Blend,US,California,Paso Robles,163
6074,Rhône-style Red Blend,US,California,Paso Robles Willow Creek District,6
6075,Rhône-style Red Blend,US,California,Red Hills Lake County,3
6077,Rhône-style Red Blend,US,California,Russian River Valley,5
6078,Rhône-style Red Blend,US,California,Rutherford,2
6080,Rhône-style Red Blend,US,California,San Luis Obispo County,2
